Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Reggie Gilliam,BUF,17.0,16.6,16.6,-7.34375,-7.36875,-7.36875,0.0,RB
Kirk Merritt,NO,16.9,16.9,16.9,-7.35,-7.35,-7.35,0.0,RB
J.J. Taylor,NE,16.4,28.8,8.7,-7.38125,-7.8625,-6.60625,0.0,RB
Alec Ingold,MIA,16.3,26.2,12.0,-7.3875,-7.65625,-6.76875,0.0,RB
Darrynton Evans,BUF,15.2,19.2,15.3,-7.45625,-7.45,-7.20625,0.0,RB
Snoop Conner,JAC,14.7,19.3,7.2,-7.4875,-7.95625,-7.2,0.0,RB
Jonathan Williams,WAS,14.1,29.5,4.6,-7.525,-8.11875,-6.5625,0.0,RB
Zander Horvath,LAC,13.5,22.8,8.1,-7.5625,-7.9,-6.98125,0.0,RB
Royce Freeman,LAR,13.5,25.4,10.5,-7.5625,-7.75,-6.81875,0.0,RB
Ty'Son Williams,ARI,13.1,18.6,6.5,-7.5875,-8.0,-7.24375,0.0,RB
C.J. Ham,MIN,13.0,25.0,10.8,-7.59375,-7.73125,-6.84375,0.0,RB
Mike Boone,HOU,12.9,25.2,4.6,-7.6,-8.11875,-6.83125,0.0,RB
Julius Chestnut,TEN,12.6,17.2,9.4,-7.61875,-7.81875,-7.33125,0.0,RB
Trey Sermon,PHI,12.1,21.7,8.4,-7.65,-7.88125,-7.05,0.0,RB
Patrick Ricard,BAL,10.9,24.2,9.4,-7.725,-7.81875,-6.89375,0.0,RB
La'Mical Perine,KC,10.9,10.5,10.5,-7.725,-7.75,-7.75,0.0,RB
Trestan Ebner,CHI,10.9,19.5,7.6,-7.725,-7.93125,-7.1875,0.0,RB
Spencer Brown,CAR,10.8,13.0,8.8,-7.73125,-7.85625,-7.59375,0.0,RB
Godwin Igwebuike,ATL,10.7,17.3,17.3,-7.7375,-7.325,-7.325,0.0,RB
Jermar Jefferson,DET,10.3,10.0,10.0,-7.7625,-7.78125,-7.78125,0.0,RB
Jaleel McLaughlin,DEN,9.9,13.2,9.1,-7.7875,-7.8375,-7.58125,0.0,RB
Jake Funk,IND,9.8,9.3,9.3,-7.79375,-7.825,-7.825,0.0,RB
Ronnie Rivers,LAR,9.5,14.7,8.7,-7.8125,-7.8625,-7.4875,0.0,RB
Qadree Ollison,JAC,9.4,9.2,9.2,-7.81875,-7.83125,-7.83125,0.0,RB
Patrick Laird,TB,9.1,8.8,8.8,-7.8375,-7.85625,-7.85625,0.0,RB
Jason Cabinda,DET,9.1,12.3,9.9,-7.8375,-7.7875,-7.6375,0.0,RB
Giovanni Ricci,CAR,9.1,8.9,8.9,-7.8375,-7.85,-7.85,0.0,RB
